"Term [en]","Description [en]","Part of Speech [en]","Status [en]","Type [en]","Gender [en]","Note [en]","Term [fr]","Description [fr]","Part of Speech [fr]","Status [fr]","Type [fr]","Gender [fr]","Note [fr]","Term [de]","Description [de]","Part of Speech [de]","Status [de]","Type [de]","Gender [de]","Note [de]","Term [pt-BR]","Description [pt-BR]","Part of Speech [pt-BR]","Status [pt-BR]","Type [pt-BR]","Gender [pt-BR]","Note [pt-BR]","Term [es-ES]","Description [es-ES]","Part of Speech [es-ES]","Status [es-ES]","Type [es-ES]","Gender [es-ES]","Note [es-ES]","Translatable"
"No backup jobs available",,"noun","preferred",,,,"Aucune tâche de sauvegarde disponible",,"noun","preferred",,,,"Keine Backup-Jobs verfügbar",,"noun","preferred",,,,"Nenhum trabalho de backup disponível",,"noun","preferred",,,,"No hay trabajos de backup disponibles",,"noun","preferred",,,,"Yes"
"No backups found",,"noun","preferred",,,,"Aucune sauvegarde trouvée",,"noun","preferred",,,,"Keine Sicherungen gefunden",,"noun","preferred",,,,"Nenhum backup encontrado",,"noun","preferred",,,,"No se encontraron backups",,"noun","preferred",,,,"Yes"
"No backups found for this machine.",,"noun","preferred",,,,"Aucune sauvegarde trouvée pour cette machine.",,"noun","preferred",,,,"Keine Sicherungen für diese Maschine gefunden.",,"noun","preferred",,,,"Nenhum backup encontrado para esta máquina.",,"noun","preferred",,,,"No se encontraron backups para esta máquina.",,"noun","preferred",,,,"Yes"
"No backups found for this server.",,"noun","preferred",,,,"Aucune sauvegarde trouvée pour ce serveur.",,"noun","preferred",,,,"Keine Sicherungen für diesen Server gefunden.",,"noun","preferred",,,,"Nenhum backup encontrado para este servidor.",,"noun","preferred",,,,"No se encontraron backups para este servidor.",,"noun","preferred",,,,"Yes"
"No configuration available",,"noun","preferred",,,,"Aucune configuration disponible",,"noun","preferred",,,,"Keine Konfiguration verfügbar",,"noun","preferred",,,,"Nenhuma configuração disponível",,"noun","preferred",,,,"No hay configuración disponible",,"noun","preferred",,,,"Yes"
"No data available",,"noun","preferred",,,,"Aucune donnée disponible",,"noun","preferred",,,,"Keine Daten verfügbar",,"noun","preferred",,,,"Nenhum dado disponível",,"noun","preferred",,,,"No hay datos disponibles",,"noun","preferred",,,,"Yes"
"No Eligible Servers",,"noun","preferred",,,,"Aucun serveur éligible",,"noun","preferred",,,,"Keine geeigneten Server",,"noun","preferred",,,,"Nenhum servidor elegível",,"noun","preferred",,,,"No hay servidores elegibles",,"noun","preferred",,,,"Yes"
"No file chosen",,"noun","preferred",,,,"Aucun fichier sélectionné",,"noun","preferred",,,,"Keine Datei ausgewählt",,"noun","preferred",,,,"Nenhum arquivo escolhido",,"noun","preferred",,,,"Ningún archivo elegido",,"noun","preferred",,,,"Yes"
"No file selected",,"noun","preferred",,,,"Aucun fichier sélectionné",,"noun","preferred",,,,"Keine Datei ausgewählt",,"noun","preferred",,,,"Nenhum arquivo selecionado",,"noun","preferred",,,,"No se seleccionó ningún archivo",,"noun","preferred",,,,"Yes"
"No logs available",,"noun","preferred",,,,"Aucun journal disponible",,"noun","preferred",,,,"Keine Protokolle verfügbar",,"noun","preferred",,,,"Nenhum log disponível",,"noun","preferred",,,,"No hay logs disponibles",,"noun","preferred",,,,"Yes"
"No logs match the current filters",,"noun","preferred",,,,"Aucun journal ne correspond aux filtres actuels",,"noun","preferred",,,,"Keine Protokolle entsprechen den aktuellen Filtern",,"noun","preferred",,,,"Nenhum log corresponde aos filtros atuais",,"noun","preferred",,,,"Ningún log coincide con los filtros actuales",,"noun","preferred",,,,"Yes"
"No messages were received for this backup.",,"noun","preferred",,,,"Aucun message n'a été reçu pour cette sauvegarde.",,"noun","preferred",,,,"Für diese Sicherung wurden keine Nachrichten empfangen.",,"noun","preferred",,,,"Nenhuma mensagem foi recebida para este backup.",,"noun","preferred",,,,"No se recibieron mensajes para este backup.",,"noun","preferred",,,,"Yes"
"No more logs to load",,"noun","preferred",,,,"Aucun autre journal à charger",,"noun","preferred",,,,"Keine weiteren Protokolle zu laden",,"noun","preferred",,,,"Não há mais logs para carregar",,"noun","preferred",,,,"No hay más logs para cargar",,"noun","preferred",,,,"Yes"
"No server URLs are configured to test",,"noun","preferred",,,,"Aucune URL de serveur configurée à tester",,"noun","preferred",,,,"Keine Server-URLs zum Testen konfiguriert",,"noun","preferred",,,,"Nenhuma URL de servidor configurada para testar",,"noun","preferred",,,,"No hay URLs de servidor configuradas para probar",,"noun","preferred",,,,"Yes"
"No servers configured",,"noun","preferred",,,,"Aucun serveur configuré",,"noun","preferred",,,,"Keine Server konfiguriert",,"noun","preferred",,,,"Nenhum servidor configurado",,"noun","preferred",,,,"No hay servidores configurados",,"noun","preferred",,,,"Yes"
"No servers found",,"noun","preferred",,,,"Aucun serveur trouvé",,"noun","preferred",,,,"Keine Server gefunden",,"noun","preferred",,,,"Nenhum servidor encontrado",,"noun","preferred",,,,"No se encontraron servidores",,"noun","preferred",,,,"Yes"
"No servers have been registered yet.",,"noun","preferred",,,,"Aucun serveur n'a encore été enregistré.",,"noun","preferred",,,,"Es wurden noch keine Server registriert.",,"noun","preferred",,,,"Nenhum servidor foi registrado ainda.",,"noun","preferred",,,,"Aún no se han registrado servidores.",,"noun","preferred",,,,"Yes"
"No servers selected",,"noun","preferred",,,,"Aucun serveur sélectionné",,"noun","preferred",,,,"Keine Server ausgewählt",,"noun","preferred",,,,"Nenhum servidor selecionado",,"noun","preferred",,,,"No se seleccionaron servidores",,"noun","preferred",,,,"Yes"
"No servers with backups found in the database",,"noun","preferred",,,,"Aucun serveur avec sauvegardes trouvé dans la base de données",,"noun","preferred",,,,"Keine Server mit Sicherungen in der Datenbank gefunden",,"noun","preferred",,,,"Nenhum servidor com backups encontrado no banco de dados",,"noun","preferred",,,,"No se encontraron servidores con backups en la base de datos",,"noun","preferred",,,,"Yes"
"No servers with passwords configured",,"noun","preferred",,,,"Aucun serveur avec mot de passe configuré",,"noun","preferred",,,,"Keine Server mit konfigurierten Passwörtern",,"noun","preferred",,,,"Nenhum servidor com senhas configuradas",,"noun","preferred",,,,"No hay servidores con contraseñas configuradas",,"noun","preferred",,,,"Yes"
"No servers with server URLs configured",,"noun","preferred",,,,"Aucun serveur avec des URL de serveur configurées",,"noun","preferred",,,,"Keine Server mit konfigurierten Server-URLs",,"noun","preferred",,,,"Nenhum servidor com URLs de servidor configuradas",,"noun","preferred",,,,"No hay servidores con URL de servidor configuradas",,"noun","preferred",,,,"Yes"
"No tolerance",,"noun","preferred",,,,"Aucune tolérance",,"noun","preferred",,,,"Keine Toleranz",,"noun","preferred",,,,"Sem tolerância",,"noun","preferred",,,,"Sin tolerancia",,"noun","preferred",,,,"Yes"
"No URL configured",,"noun","preferred",,,,"Aucune URL configurée",,"noun","preferred",,,,"Keine URL konfiguriert",,"noun","preferred",,,,"Nenhuma URL configurada",,"noun","preferred",,,,"No hay URL configurada",,"noun","preferred",,,,"Yes"
"No URLs to Test",,"noun","preferred",,,,"Aucune URL à tester",,"noun","preferred",,,,"Keine URLs zum Testen",,"noun","preferred",,,,"Nenhuma URL para testar",,"noun","preferred",,,,"No hay URLs para probar",,"noun","preferred",,,,"Yes"
"No users found",,"noun","preferred",,,,"Aucun utilisateur trouvé",,"noun","preferred",,,,"Keine Benutzer gefunden",,"noun","preferred",,,,"Nenhum usuário encontrado",,"noun","preferred",,,,"No se encontraron usuarios",,"noun","preferred",,,,"Yes"
"No users found matching your search",,"noun","preferred",,,,"Aucun utilisateur trouvé correspondant à votre recherche",,"noun","preferred",,,,"Keine Benutzer gefunden, die Ihrer Suche entsprechen",,"noun","preferred",,,,"Nenhum usuário encontrado correspondente à sua pesquisa",,"noun","preferred",,,,"No se encontraron usuarios que coincidan con su búsqueda",,"noun","preferred",,,,"Yes"
"None",,"noun","preferred",,,,"Aucun",,"noun","preferred",,,,"Keine",,"noun","preferred",,,,"Nenhum",,"noun","preferred",,,,"Ninguno",,"noun","preferred",,,,"Yes"
"noreply@your-domain.com",,"noun","preferred",,,,"noreply@votre-domaine.com",,"noun","preferred",,,,"noreply@ihre-domain.com",,"noun","preferred",,,,"noreply@seu-dominio.com",,"noun","preferred",,,,"noreply@su-dominio.com",,"noun","preferred",,,,"Yes"
"Not accessible",,"noun","preferred",,,,"Inaccessible",,"noun","preferred",,,,"Nicht zugänglich",,"noun","preferred",,,,"Não acessível",,"noun","preferred",,,,"No accesible",,"noun","preferred",,,,"Yes"
"Not active",,"noun","preferred",,,,"Inactif",,"noun","preferred",,,,"Nicht aktiv",,"noun","preferred",,,,"Não ativo",,"noun","preferred",,,,"Inactivo",,"noun","preferred",,,,"Yes"
"Not allowed",,"noun","preferred",,,,"Non autorisé",,"noun","preferred",,,,"Nicht erlaubt",,"noun","preferred",,,,"Não permitido",,"noun","preferred",,,,"No permitido",,"noun","preferred",,,,"Yes"
"Not available",,"noun","preferred",,,,"Indisponible",,"noun","preferred",,,,"Nicht verfügbar",,"noun","preferred",,,,"Indisponível",,"noun","preferred",,,,"No disponible",,"noun","preferred",,,,"Yes"
"Not closed",,"noun","preferred",,,,"Ouvert",,"noun","preferred",,,,"Nicht geschlossen",,"noun","preferred",,,,"Não está fechado",,"noun","preferred",,,,"Abierto",,"noun","preferred",,,,"Yes"
"Not connected",,"noun","preferred",,,,"Non connecté",,"noun","preferred",,,,"Nicht verbunden",,"noun","preferred",,,,"Não conectado",,"noun","preferred",,,,"No conectado",,"noun","preferred",,,,"Yes"
"Not disabled",,"noun","preferred",,,,"Non désactivé",,"noun","preferred",,,,"Nicht deaktiviert",,"noun","preferred",,,,"Não desabilitado",,"noun","preferred",,,,"No deshabilitado",,"noun","preferred",,,,"Yes"
"Not enabled",,"noun","preferred",,,,"Non activé",,"noun","preferred",,,,"Nicht aktiviert",,"noun","preferred",,,,"Não habilitado",,"noun","preferred",,,,"No habilitado",,"noun","preferred",,,,"Yes"
"Not found",,"noun","preferred",,,,"Introuvable",,"noun","preferred",,,,"Nicht gefunden",,"noun","preferred",,,,"Não encontrado",,"noun","preferred",,,,"No encontrado",,"noun","preferred",,,,"Yes"
"Not inactive",,"noun","preferred",,,,"Non inactif",,"noun","preferred",,,,"Nicht inaktiv",,"noun","preferred",,,,"Não inativo",,"noun","preferred",,,,"No inactivo",,"noun","preferred",,,,"Yes"
"Not locked",,"noun","preferred",,,,"Déverrouillé",,"noun","preferred",,,,"Nicht gesperrt",,"noun","preferred",,,,"Não está bloqueado",,"noun","preferred",,,,"No bloqueado",,"noun","preferred",,,,"Yes"
"Not offline",,"noun","preferred",,,,"En ligne",,"noun","preferred",,,,"Nicht offline",,"noun","preferred",,,,"Não está offline",,"noun","preferred",,,,"En línea",,"noun","preferred",,,,"Yes"
"Not online",,"noun","preferred",,,,"Hors ligne",,"noun","preferred",,,,"Nicht online",,"noun","preferred",,,,"Não está online",,"noun","preferred",,,,"No en línea",,"noun","preferred",,,,"Yes"
"Not open",,"noun","preferred",,,,"Fermé",,"noun","preferred",,,,"Nicht offen",,"noun","preferred",,,,"Não está aberto",,"noun","preferred",,,,"Cerrado",,"noun","preferred",,,,"Yes"
"Not reachable",,"noun","preferred",,,,"Inaccessible",,"noun","preferred",,,,"Nicht erreichbar",,"noun","preferred",,,,"Inacessível",,"noun","preferred",,,,"Inalcanzable",,"noun","preferred",,,,"Yes"
"Not ready",,"noun","preferred",,,,"Pas prêt",,"noun","preferred",,,,"Nicht bereit",,"noun","preferred",,,,"Não está pronto",,"noun","preferred",,,,"No está listo",,"noun","preferred",,,,"Yes"
"Not responding",,"noun","preferred",,,,"Ne répond pas",,"noun","preferred",,,,"Antwortet nicht",,"noun","preferred",,,,"Não está respondendo",,"noun","preferred",,,,"No responde",,"noun","preferred",,,,"Yes"
"Not set",,"noun","preferred",,,,"Non défini",,"noun","preferred",,,,"Nicht gesetzt",,"noun","preferred",,,,"Não definido",,"noun","preferred",,,,"No establecido",,"noun","preferred",,,,"Yes"
"Not supported",,"noun","preferred",,,,"Non pris en charge",,"noun","preferred",,,,"Nicht unterstützt",,"noun","preferred",,,,"Não suportado",,"noun","preferred",,,,"No compatible",,"noun","preferred",,,,"Yes"
"Not unlocked",,"noun","preferred",,,,"Non déverrouillé",,"noun","preferred",,,,"Nicht entsperrt",,"noun","preferred",,,,"Não está desbloqueado",,"noun","preferred",,,,"No desbloqueado",,"noun","preferred",,,,"Yes"
"Note",,"noun","preferred",,,,"Note",,"noun","preferred",,,,"Hinweis",,"noun","preferred",,,,"Nota",,"noun","preferred",,,,"Nota",,"noun","preferred",,,,"Yes"
"Note of the server",,"noun","preferred",,,,"Note du serveur",,"noun","preferred",,,,"Notiz des Servers",,"noun","preferred",,,,"Nota do servidor",,"noun","preferred",,,,"Nota del servidor",,"noun","preferred",,,,"Yes"
"Notes about this server",,"noun","preferred",,,,"Notes sur ce serveur",,"noun","preferred",,,,"Notizen zu diesem Server",,"noun","preferred",,,,"Notas sobre este servidor",,"noun","preferred",,,,"Notas sobre este servidor",,"noun","preferred",,,,"Yes"
"Notification archived successfully",,"noun","preferred",,,,"Notification archivée avec succès",,"noun","preferred",,,,"Benachrichtigung erfolgreich archiviert",,"noun","preferred",,,,"Notificação arquivada com sucesso",,"noun","preferred",,,,"Notificación archivada exitosamente",,"noun","preferred",,,,"Yes"
"Notification channel updated",,"noun","preferred",,,,"Canal de notification mis à jour",,"noun","preferred",,,,"Benachrichtigungskanal aktualisiert",,"noun","preferred",,,,"Canal de notificação atualizado",,"noun","preferred",,,,"Canal de notificación actualizado",,"noun","preferred",,,,"Yes"
"Notification configuration updated",,"noun","preferred",,,,"Configuration de notification mise à jour",,"noun","preferred",,,,"Benachrichtigungskonfiguration aktualisiert",,"noun","preferred",,,,"Configuração de notificação atualizada",,"noun","preferred",,,,"Configuración de notificación actualizada",,"noun","preferred",,,,"Yes"
"Notification deleted successfully",,"noun","preferred",,,,"Notification supprimée avec succès",,"noun","preferred",,,,"Benachrichtigung erfolgreich gelöscht",,"noun","preferred",,,,"Notificação excluída com sucesso",,"noun","preferred",,,,"Notificación eliminada exitosamente",,"noun","preferred",,,,"Yes"
"Notification delivered successfully",,"noun","preferred",,,,"Notification livrée avec succès",,"noun","preferred",,,,"Benachrichtigung erfolgreich zugestellt",,"noun","preferred",,,,"Notificação entregue com sucesso",,"noun","preferred",,,,"Notificación entregada exitosamente",,"noun","preferred",,,,"Yes"
"Notification Events",,"noun","preferred",,,,"Événements de notification",,"noun","preferred",,,,"Benachrichtigungsereignisse",,"noun","preferred",,,,"Eventos de notificação",,"noun","preferred",,,,"Eventos de notificación",,"noun","preferred",,,,"Yes"
"Notification failed to send",,"noun","preferred",,,,"Échec de l'envoi de la notification",,"noun","preferred",,,,"Benachrichtigung konnte nicht gesendet werden",,"noun","preferred",,,,"Falha ao enviar notificação",,"noun","preferred",,,,"Falló enviar notificación",,"noun","preferred",,,,"Yes"
"Notification freq",,"noun","preferred",,,,"Fréq. notifications",,"noun","preferred",,,,"Benachrichtigungsfreq",,"noun","preferred",,,,"Freq. notificações",,"noun","preferred",,,,"Frec. notificaciones",,"noun","preferred",,,,"Yes"
"Notification frequency",,"noun","preferred",,,,"Fréquence des notifications",,"noun","preferred",,,,"Benachrichtigungshäufigkeit",,"noun","preferred",,,,"Frequência de notificações",,"noun","preferred",,,,"Frecuencia de notificaciones",,"noun","preferred",,,,"Yes"
"Notification frequency updated.",,"noun","preferred",,,,"Fréquence des notifications mise à jour.",,"noun","preferred",,,,"Benachrichtigungshäufigkeit aktualisiert.",,"noun","preferred",,,,"Frequência de notificações atualizada.",,"noun","preferred",,,,"Frecuencia de notificaciones actualizada.",,"noun","preferred",,,,"Yes"
"Notification marked as read",,"noun","preferred",,,,"Notification marquée comme lue",,"noun","preferred",,,,"Benachrichtigung als gelesen markiert",,"noun","preferred",,,,"Notificação marcada como lida",,"noun","preferred",,,,"Notificación marcada como leída",,"noun","preferred",,,,"Yes"
"Notification marked as unread",,"noun","preferred",,,,"Notification marquée comme non lue",,"noun","preferred",,,,"Benachrichtigung als ungelesen markiert",,"noun","preferred",,,,"Notificação marcada como não lida",,"noun","preferred",,,,"Notificación marcada como no leída",,"noun","preferred",,,,"Yes"
"Notification preferences updated",,"noun","preferred",,,,"Préférences de notification mises à jour",,"noun","preferred",,,,"Benachrichtigungseinstellungen aktualisiert",,"noun","preferred",,,,"Preferências de notificação atualizadas",,"noun","preferred",,,,"Preferencias de notificación actualizadas",,"noun","preferred",,,,"Yes"
"Notification processed successfully",,"noun","preferred",,,,"Notification traitée avec succès",,"noun","preferred",,,,"Benachrichtigung erfolgreich verarbeitet",,"noun","preferred",,,,"Notificação processada com sucesso",,"noun","preferred",,,,"Notificación procesada exitosamente",,"noun","preferred",,,,"Yes"
"Notification queued for delivery",,"noun","preferred",,,,"Notification mise en file d'attente pour livraison",,"noun","preferred",,,,"Benachrichtigung für Zustellung in Warteschlange gestellt",,"noun","preferred",,,,"Notificação enfileirada para entrega",,"noun","preferred",,,,"Notificación puesta en cola para entrega",,"noun","preferred",,,,"Yes"
"Notification sent successfully",,"noun","preferred",,,,"Notification envoyée avec succès",,"noun","preferred",,,,"Benachrichtigung erfolgreich gesendet",,"noun","preferred",,,,"Notificação enviada com sucesso",,"noun","preferred",,,,"Notificación enviada exitosamente",,"noun","preferred",,,,"Yes"
"Notification Settings",,"noun","preferred",,,,"Paramètres de notification",,"noun","preferred",,,,"Benachrichtigungseinstellungen",,"noun","preferred",,,,"Configurações de Notificação",,"noun","preferred",,,,"Configuración de notificaciones",,"noun","preferred",,,,"Yes"
